AAVE,SAE,
i remember a little bit of stuff from back then.,i remeber a little from the past.,
and then y'all moved to florida. why'd y'all move to florida?,and then you all moved to florida. why did you all move to florida?,
"we used to grow like cabbages and stuff in the back, it was- it was a lot of stuff back there.","we used to grow cabbages and things in the back, ther was a lot back there.",
<laugh> cause i remember mom used to put me in the pen with 'em.,because i remember my mom used to put me in the pen with them,
" had a p- okay, then you had-"," had an okay, then you had-",
"so, being i still went to school up here,","so, i still went to schoo upl here",
"and um, me and him used to hang out all the time.","and, he and i used to hang out all of the time.",
i didn't wa- i didn't know how to make friends really.,i didn' know how to make friends really.,
" was like shoot i'm ol- i'm well liked anyways, so"," was like ok, i'm well liked anyways, so",
me and him was really - was kicking until about the end of,me and him were really - were hanging out until about the end of,
" reconnect. i was like, shoot, that's lit cause i don't know nobody else here dude.","yes, reconnect. i was like, good, that's great because i don't know anyone else here dude.",
"gotta tell us, you gotta tell us that, or gonna- we gonna work together.","have to tell us, you have to tell us that, or we're going to work together.",
"yeah, he had to stop cause he had so m-, okay.","yes, he had to stop because he had so, okay.",
"she was like, look. you gotta- you gotta pick the grades up before","she was like, look. you've got to- you have to pick the grades up before",
"what it is. like, i like fin- i like",what it is. i like,
"i mean, don't get me wrong, if i can't figure it out, it is what it is.","i mean, don't get me wrong, if i can't figure it out, nothing changes.",
"i have a southern drawl, but i don't talk hoodish all day.","i have a southern drawl, but i don't talk like i'm from a bad neighborhood all day.",
i- i- i- for example you live with somebody long enough.,"for example, if you live with somebody long enough.",
"eventually, i'm gonna get, we're  gonna get irritated with each other.","eventually, i'm going to get, we're  going to get irritated with each other.",
" they- matter a fact, they got married like"," as a matter of fact, they got married",
i did ha- i remember one bir- one birthday party.,i did have- i remember one birthday party.,
"it was just real lit cause everybody was at the bowling alley,","it was just really exciting because everybody was at the bowling alley,",
"i'm kind of like in- i'm kind of like a hermit, antisocial, kind of.","i'm kind of like a hermit, antisocial, kind of.",
"d- and those select group of people, i would know 'em for a minute.","and those select group of people, i would know them for a short time.",
"and then the people they got in a fight with was like, oh, we gonna get more people","and then the people they got into a fight with were like, oh, we're going to get more people",
then e- the numbers died down til about twelve.,then e- the numbers decreased until about twelve.,
come back the next day and it's all good.,come back the next day and everything is ok..,
"um, also my mom had my brother when she was fifteen.",also my mom gave birth to my brother when she was fifteen.,
i had to learn to fend for myself. i had to-,i had to learn to take care of myself. i had to-,
"they got into it, my mom's like, alright we moving.","they had a disagreement, my mom's like, alright we're moving.",
"um, i done seen like people done graduated and seen people",i have seen people that have graduated and seen people,
"<laugh>  'em, what do you-] them, what do you-","<laugh>  them, what do you-",
dude been trapping in the same outfit for seven days.,a guy been wearing the same outfit for seven days.,
"be honest with you man, from the hood. so,","be honest with your man, from the neighborhood. so,",
"yeah. i'm like it- it- it was- it was nice,","yes, i'm like it was it was nice",
"being like fourteen, fifteen and all of a sudden they're like-","being like fourteen, fifteen and suddenly they're like-",
"that was a phase where i was like, no, i don't wanna be here. i gotta get out. i wanna get out. i wanna move. like,","that was a phase where i was like, no, i don't want to be here. i have to get out. i want to get out. i want to move. ",
"any kids that's outside and that don't got nothing to do, or","any kids that' are outside and that don't have anything to do, or",
"monday nights, they got a open mic over here at clarissa's. uh, tuesday nights they got a open mic out in","monday nights, they have an open mic over here at clarissa's. tuesday nights they have an open mic out in",
"you know, they famous so yeah. you know they got talent, but like, realistically","you know, they're famous so yes. you know they have talent, but, realistically",
" then you got- you got danielle ponder, you got, um, jimmie highsmith. you got"," then you have- you have danielle ponder, you have jimmie highsmith. you have",
"and it's like i wanna- i wanna do something that really like,","and it's like i want to- i want to do something that really,",
he- he is like that. i try to leave him from time to time.,"he is that way. ocassionally, i try to get away from him.",
"so do you- stable and loyal, are those the same?",does being stable and loyal mean the same thing to you?,
that's the real thing. you believe in that it kills right?,so clorox is the real deal. do you beiieve it kills germs?,
"clorox is your /bland-/ brand, when you say bleach",clorox is your preferred brand.,
you mean clorox right? so you're not gonna go buy the little- other kind of stuff they have like for a dollar.,so you're not going to buy cheaper brands?,
"cause the clorox whether it's for washing or cleaning, whatever",prefer clorox whether it's for washing or cleaning.,
"scotts well /i think-/ you switching now aren't you? okay scotts,","scott's tissue. are you going to switch now? okay, scott's brand it is.",
"but if they didn't do the things that you might consider as little or beneath you,",you might consider them beneath you if they do not do things the way you do.,
"me, i'm saying, like where i work at, my boss, like i should be loyal.","for example, at work. should i be loyal to my boss?",
"and so loyalty now, like, the last two years, i never thought of it this way.","for the past two years, i never thought of loyalty this way.",
 do. and it's sa- well i don't know about cut the ties. i ,i am not sure about cutting ties.,
"be able to- wherever home was, to go back home.","wherever home is, you can always go back.",
when i got my dri- oh it was last year at august.,it was last year in august when i got my driver's license.,
"and these two guys, were talking. i'm never involved really in the conversation, but i always am over",i'm never really involved in the conversation but overhear.,
"and i thought, wow, that's why i kept saying i gotta get involved in the church again, cause i",i was thinking the same thing and that's why i keep telling myself that i need to get involved in the church again.,
"and if i don't know the answer. if i can't help them, i feel like i- we have all these different places.","and if i don't know the answer or can't help them, i believe we have different resources to help.",
"within the school, in the community, that can help them, their families, whatever.","within the school, community and their families that can help.",
"the energy. and i don't wanna waste the time, in",and i do not want to waste  the time and energy.,
"so we're gonna go ahead and start. i'm'a just ask you some few questions, and then i'm'a ask you","we're going to start. i'm going to ask you a few questions, and then i will ask you",
"um, and now you are going to what school? cause i always mess it up.","um, and now you are going to which school? i always mess up the school name. ",
well i wanna do two things. first i wanna,i want to do two things. first i want to,
is it like a day camp kind of thing or do they stay there? how d- does ,is it a day camp or do they stay over night? how d-does ,
", they don't stay there. it's just like a day camp, yeah.", they do not stay over night. it is like a day camp.,
"oh, okay. i'm'a- i'm'a close the refrigerator cause it's-",oh okay. i'm going to close-i'm going to close the refrigerator because it's-,
"cause i just wanna get, you know, get out of dc like i don't wanna be here.",because i want to get out of dc. i don't want to be here.,
but she be getting on my nerves sometimes you know.,but she annoys me sometimes you know.,
"like what's your role, like you get the youth involved ",what is your role? do you get the youth involved ,
", i get the youth involved like anything- like i said, anything-",", i get youth involved in anything-anything-",
and it's like for the youth so you can get a- you- the youth so you can get a job,and it's for the youth so you can get a job and work with the youth.,
"oh,  so why does- okay. so what's the difference between syep and- and um-",what's the difference between syep and-and um-,
"gotcha. okay, and is it like- so you can be any age or is it just teenagers?",i understand. okay-so can you be any age or do you have to be a teenager?,
"no, teenagers.  teenagers, and the ages stop at eighteen.","no, teenagers.  you have to be a teenager up to the age of 18. ",
and /rd-work-3/ just in case i don't get the job,as well as/rd-work-3/ just in case i didn't get the job,
"so i ain't know nothing about it, so my mother's like, you know, go to syp, sign up for them","so i didn't know anything about it, so my mother said, go to syp and sign up with them. ",
"and then after that we come back to like a workshop, and then they tell us where they gonna place us at.",and then after that we return to the workshop and they tell us our placement.,
"oh okay.  do the interviews, it doesn't even matter if you","oh okay.  complete the interviews, it does not matter if you",
company has said about you. you know what i'm saying?  got to do evaluations s- sheet,company said about you. do you understand?  had to do evaluation sheets,
" feedback, no.", feedback. ,
" or don't come here. oh, okay.", or do not come here. okay.,
oh cause you have to be older to go.,oh because you have to be older to attend.,
so she come- y'all have like a little party?,she comes-did you have a small party?,
but all your friends are doing other stuff too.,but your friends are doing other things as well.,
"you going to that school. like, you're just going to this school, that school.","you attended that school. you're attending this school, attending that school. ",
"but like i'm saying, so if you- okay, you go to /rd-school-2/, do y'all have beef with like other-","but, if you- okay, you go to /rd-school-2/, do the people there have issues with each other-",
"oh, so now you're just trying to get extra spending money.",so you are currently trying to earn money.,
"no, i'm trying to get some money for scholarship.","no, i am try to earn some money for a scholarship. ",
cause some people paying all of it out of their pocket.,because some people are paying everything out of pocket.,
just science cause i like doing hands on stuff.,just science because i like doing hands on activities.,
like what? what was your favorite thing y'all did?,like what? what was your favorite thing that your class did?,
do you help them here when they do like steam or stuff?,do you assist them when they do steam or anything like that?,
" for the summer, is like "," for the summer, the ",
"oh, okay. so you can't go like, do stuff ","oh, okay. so you cannot go do activities ",
", yeah. if they need me- i tell 'em that like, if you all need me, i'll go down there with the kid",", yes. if they need me- i tell them: if you need me, i will go and stay with a kid",
some of 'em?  going on the college tour?,some of them?  on the college tour?,
"no, cause you're already going to college. i mean, whatchu you need to go on a college tour.","no, because you are already going to college. why would you need to go on a college tour? ",
"um, so you said you're a only- you're a only child. do you have any other family that's close?","um, so you said you are an only child. do you have any other family that you are close to?",
"my grandma, th- those her sisters so there's about like four of 'em.","my grandma, th-those are her sisters so there are four of them. ",
"no, they all for like  events ",no the dinners are for  events ,
do they all come here or do you go there?,do they come to your house or do you go to their house?,
" from dc, so you got to kind of explain "," from dc, so you have to explain ",
", we already got our address and stuff, but like",", we already have our address but ",
do you go to like any- do you do church?,do you go to a-do you attend a church?,
do you go to church? ,do y ou attend church? ,
"it still- it still was in largo, but it was like in the office buildings.","it was still in largo, but we started in the office buildings.",
and then we got a new place. and that's where we at now.,and now we have a new place. that is where we are located now.,
does that mean  ,does that mean there are a lot of members?,
"so y'all gon- are you all building a church, or y'all just gonna stay renting that church?",so you are going-are you building a church or will you continue rentin that church?,
"no, they gonna s- they probably gonna keep that.",no they are going to stay-they are probably going to keep that church.,
"our pastor, he cool with the other one- cause there's two of 'em.",our pastor is cool with the other pastor-because there are two of them.,
"it's right off of four ninety five, right?  the beltway.","it's located by interstate four ninety five, right?  the beltway.",
<laugh> cause y'all went to the same high school?,<laugh> because you went to the same high school?,
"nah, we met in the neighborhood like, it was a long time ago,","no, we met in our neighborhood a long time ago ",
"oh, so y'all have known each other- i thought y'all like, just became friends ","oh, so you have known each other-i thought you just became friends ",
and then we started playing with each other cause i ain't- we- we ain't had no friends when we was little either.,and then we started playing with each other because i did not- we- we did not have any friends when we were little.,
and no- and nobody was really around there for real.,and no- and nobody was in the area.,
"just guns? is it just people like, ","just guns? are people, ",
"like the street be quiet, but other times, i don't know what be going on.","like the street is quiet, but other times, i do not know what is happening. ",
"cause i like walking, so i be walking around kenilworth. like, ain't nobody gonna do nothing to me.","because i like to walk, so i walk around kenilworth. like, nobody is going to hurt me. ",
"and they know me. so, what they gonna do?","and they know me. so, what will they do to me? ",
"so if it's like, other people who come in- so, most of the violence and stuff that happens is people who come in from the ",is the issue the other people who come in- is most of the violence and stuff like that done by people who come from the ,
"you were unsafe- like, at one point, did you ever feel like something was gonna happen to you? or never?","you were unsafe-like, at one point, did you ever feel like something bad would happen to you? or did you not feel that way? ",
" was there ever a time you felt like, really scared. like, oh my god, something's finna happen."," was there ever a time you really scared? for example, oh my god, something is going to happen.",
you can't get scared cause you don't know. you don't- you don't know what could happen.,you cannot become scared because you do not know. you do not-you do not know what could happen.,
"cause if you scared, then there's no point in me going outside.","because if i was scared, then there was no point in me going outside. ",
", like, i- say if i'm on minnesota and this bus is taking long",", like, i- for example if i am going to minnesota and this bus is taking too long",
"like a building, and you can just rent it out?",like a building that you can rent out?,
but we do outside events cause it's the moon bounce and stuff.,but we do outside events because of the moon bounce and other activities.,
i'm not mad.  side hustles. i'm not ,i think that's great.  side job. i will not judge.,
"i could work with the kids, and then i wanna do something else too.","i could work with kids, and then i would like to do something else as well. ",
"cause i'm just hearing all your stuff that you do with the kids, but i mean you have a good adminis- cause,","because i hear about everything you do with the kids, but you could have a good adminis-because, ",
"you know, stuff that we just don't have time to do.","you know, work that we do not have time to do. ",
so how's it gonna be when you can't just get on the metro and go somewhere. you can't get on the ,so how will you feel when you,
"they keep talking about this is like, the suburbs.",they keep speaking about as if it is the suburbs.,
"cause when i've been, i didn't see it like that.","because when i went there, i did not see it like that. ",
"like, you know, like you're on a farm or something, no.",you are not on a farm or anything like that.,
"yeah, that's what i'm saying! it's stores like, right across the street, or",that's what i mean! are there stores right across the street or,
"not that far. and then, walmart is twenty minutes away, so","they are not far away. walmart is twenty minutes away, ",
"and i get like a- you know, like a certain grade point average, i think you can have it.","and get a certain grade point average, i think you can have your car. ",
"is it like, a mixed campus? is it black and white, is it just black? is-","does the campus have a mixture of races? does the campus have black and white people, is it just black? is-",
they said it's- it's some- it's some white people.,they said there's- there's some- there's some white people.,
" let's go back to that for a second cause right now all the stuff that's going on, especially like, black men."," let's go back to that for a second because of everything that is happening right now, especially with black men.",
" white people, but it be like other"," white people, but it is other",
"white and black. it's like, other cultures and other races that feel  gonna do something",white and black. the issue is other cultures and other races that feel  are going to do something bad.,
"but if you go let's say, uptown, or you go to columbia heights, or you go","but if you to to uptown for example, or you go to columbia heights, or you go ",
so you've had just different interactions  groups.,so you have had different interactions  of groups.,
"this is something else. like, about this salad dressing. she talking about she gonna charge me",this is out of the ordinary. she told me she was going to charge me,
"i said, if you get a bowl, you don't have to pay.","i told her, if you get a bowl, you do not have to pay extra. ",
"i'm getting a bowl. you don't have to pay. talking about, told me it was a dollar.",i was getting a bowl. you do not have to pay extra. she tried to tell me it was a dollar.,
"like, you know how you just- cause like, the cashier, you can be like, on the side.",you know how you just-because of the cashier you be on the side.,
"i look on the side, i see the dollar still sitting right there. so you didn't even put it in the-",i look to the side and i still see the dollar there. she did not put my dollar in the-,
"i knew she was- she was probably gonna pocket it, cause how come you ain't put it in the drawer yet?","i knew she was-shew as going to steal it, because why didn't she put it in the till? ",
"since th- since i had been talked to- since i was talking to the lady,","since th-since i had started speaking to-since i had started speaking to the lady, ",
"i know it had been opened a couple times cause people was leaving out ,","i knew the till had been opened a couple of times because people were leaving, ",
so why didn't you put the dollar in the drawer yet?,why hadn't she put the dollar in the till?,
 the salad dressing. and they put me out and everything., of the salad dressing. and they kicked me out,
"so like you can't go back, or just that one day?",so you can't go back or was it for one day?,
"cause that was eastern market, do you stay in like, kenilworth ","since that was the eastern market, do you stay in the kenilworth ",
", i go places cause of-",", i go different places because of-",
"have been there for awhile cause she was a older lady who was telling me about union station. like, she was like,","people have been there for awhile because there was an older lady who told me about union station. she was around,",
and then i used to work right there too.,and then i used to work in that area too.,
a larger- to focus larger- cause they don't just focus on teen's anymore. it's like a whole community,a larger-to focus on a larger-because they do not just focus on teenagers anymore. they focus on community,
on  see i'm coming on the other side by right off of ,on  i come from the other side right off of ,
" um, and we had like- we bought- cause you can buy 'em like, "," um, and we had like- we bought- because you can buy them in, ",
"right, it don't- be like, oh,  dollar, but really you getting like ","right, it's not like- it's not like, oh,  dollar, because you are only getting ",
"uh, when i was three i m- moved to pennsylvania.",my family moved to pennsylvania when i was about three.,
you would be in the mentoring program from six to eighteen-,kids can be in the mentoring program from ages six to eighteen.,
and once you in college we will try to do,"once the kids in the program are of college age, we will try to do",
 was washington d- i think my dad was north carolina.,my mom was born in washington d.c. i think my dad was born in north carolina.,
"i would say three weeks we had lost two,",i would say within the past three weeks we've had,
as of right now. but growing up in congress heights it was-,but growing up in congress heights,
"uh, i had /began before the street life/ for- to age fourteen",i had a taste of street life before the age of fourteen,
he said back when they used to be kids the neighborhood used to watch k-,"he said back when he was a kid, the kids in the neighborhood looked after eachother.",
"and help my little brothers, that's why i wanna start this program.",i also want to help my little brothers. this is reason i want to start this program.,
"it's like, i wanna work at- no, like i just wanna do everything.",it's like i want to do everything-it.,
"in the school i was doing- i was in the uh,","at school, i was in the ",
"the people you grew up with, you still gotta be careful who your friends is.",you still have to be careful even around people you grew up with and consider to be your friends.,
"or if you more successful than them, you have to watch out.","or when it appears that you have more success than your childhood friend, then you might still need to look over your shoulder because of a little disagreement or envy.",
"maybe they might try and rob you or they probably try to kill you,",this person filled with envy may try to rob you or even kill you.,
everybody wants the same goal but nobody else trying to reach it.,it should be everybody's goal to break the cycle but not everyone's trying to reach this goal.,
"um, cause i've heard some interesting stories about /rd-school-2/,",because i've heard some interesting stories.,
beefing with a hood that's r- literally right down the street.,is beefing with a neighborhood that is literally right down the street  from them.,
only thing that separate 'em is the boys and girls club,the only thing that separates the neighborhoods in a beef is the boys and girls club,
and do we have kids here at this club from both neighborhoods? or is it mostly one ,do the kids from the boys and girls club come from both neighborhoods or are they mostly from one neighborhood?,
it's people from my neighborhood who comes down here.,it's mainly people from my neighborhood who come to the boys and girls club.,
going around south forestville is different you can see it's,living in south forestville is,
when i go out there it's like you feel more safe.,"when i visit her neighborhood, i feel more safe.",
i saw people who got bullied all they life and now,i know people who were bullied most of their life and now,
"i used to told- i used to tell /rd-name-4/ i'm'a come down here, i'm'a come down here and stay.","i used to say to /rd-name-4/, i will come down there to the boys and girls club to stay .",
in basketball like i was kind of hanging outside later than what i usually do.,into basketball and hung outside later than usual.,
it's just seeing like how happy the kids is when they see me.,it's just seeing how happy the kids are when they see me made the difference.,
but i didn't know if he was gonna be gone,but i didn't know if he was going to be there,
i had dressed in business casual i really wasn't-,the attire was business casual. i really wasn't,
yeah start within your community like if you got drug problem if you got,"participants can start within their community to address for example a drug probem,",
it's different from people telling you what they been through,helps you see the difference from people telling you what they've been through,
he was the f- he was the coolest dude i met.,of the coolest dudes i met.,
company- he f- made his first million and run this company,"running the company, he made his first million",
something you can be anywhere else but you decided to talk to us and that really did change me.,and you could be anywhere else but you decided to come and talk to us. this really changed my perspective.,
can change kind of your neighborhood and can change how people look at you and how people,to change your neighborhood or change how people look at you and how people,
i can get a event started and i can have a lot of people come out.,i can get an event started and have a lot of people to come out in support.,
"i'll say congress heights growing up there is uh,","i'll say that growing up in congress heights,",
"uh, my first time getting jumped for being from that neighborhood.",it was my first time getting jumped in another neighborhood.,
like some guys just came and like just was ,some guys approached us,
"we was like, we from congress heights, and they was like,","we responded, we're from congress heights and they reacted like,",
"we was twelve and they had to been like,",we were twelve years old and they were probably,
"building that was there was a elementary school and i went there, /i was sent/ to uh,",the building that was there was the elementary school. i attended,
"well /rd-school-2/ i was like, i knew people going there so i was okay and i'm a f-","well at/rd-school-/, i was familiar with some of the kids at the school.",
"it didn't matter which neighborhood i was in like,",it didn't matter which neighborhood the kids were from because,
they know i'm not gonna do nothing because i want better for myself.,he will not start trouble because he wants to better himself.,
"but they looked at me was like, oh he not",but the kids from the rival neighborhood could tell just my looking at me,
if you come at me a certain way i'm gonna protect myself.,"if you confronted me in the wrong way, i was going to protect myself.",
it really was like a neighborhood sit somewhere else /with/ neighborhood like-,it was like a real neighborhood. so kids sat with other kids from their mutual neighborhood.,
"that's not gonna happen in school, you know like,",yet we may not sit or mingle together at school.,
"but in school like we'll be cool, we even play basketball.",in school we'd be cool if we played a sport together such as basketball.,
"on the court it was not like that, it was like","but on the court, beefs with someone from another neighborhood was on pause.",
how far dc came and just how the world change.,dc and how the world has evolved.,
"like from a different place you're like, oh dc is like where the governor's at and all that,","from a different place. well, you might think to yourself, there's the governor,",
"if you go around the neighborhoods you'll be like, oh no i don't wanna be in dc.","if you visit these neighborhoods, your opinion of dc will change to, i don't want to be in dc.",
he h- he saw a lot what i face,he saw a lot of what i face everyday,
he'd put his foot in my throat real quick.,he'd put his foot down real quick.,
i'll say i respect him a lot because it just,i respect him a lot because,
"he would be like- he will talk you, he would- he won't",he would talk to you calmly.,
yell at you but he'll talk to you about it like he,he wouldn't yell when talking to you,
f- good to fight but if it comes down to it,good to fight unless it's because,
"if you had to protect yourself it's different but now,","you had to protect yourself. on the other hand,",
"like i got in a altercation a couple days ago,","when i got into an altercation a couple of days ago,",
d- either you gonna get shot or you gonna get stabbed.,end up getting either shot or stabbed during a fight.,
i can't talk to /rd-name-4/ cause he gonna go tell somebody about it.,i can't talk to /rd-name-4/ because he's going to tell somebody about your situation.,
like that's why i respect him because it's a lot of people,this is why i respect him. a lot of people,
not a lot of people you can do that to-,a small number of people,
she been through more i'll say educational experience than i have been.,she has more educational experience than i do.,
"her sister came down here ready to fight, her mom did, it's just not-",her sister and mom came down here ready to fight.,
"and myself had to calm them down and tell 'em,",had to calm them down.,
kind of what do you wanna work in now? like if you can get into-,what kind of work would you like to do?,
 we all have in common all three of us.,that's what we all have in common.,
take the kids outside it can be ninety degrees i'm'a complain but i will still do it.,"to take the kids outside , i'm may complain but i will still do it.",
like it's just like whatever benefits the kids that's what i'm'a do.,"anything that benefits the kids, i am going to do.",
"do you think you see some of these little kids and you think about yourself when you like, oh i remember",do some of these little kids remind you of yourself.,
"yeah when i was younger i wasn't here like, i ain't even know this existed.","when i was younger, i didn't know that programs like the boys and girls club existed.",
the way how they behave here and stuff it's like,the way they behave,
cause if you get into it with your mother she put you out.,"for example, if you get into it with your mother and she kicks you out of the house.",
"like, you wanted to provide for us but you did it the wrong way.",he wanted to provide for us. he just went about it the wrong way.,
way like a story my father told it was like one day-,know my father's story.,
how he got into it he was like one day his best friend,how my father got into selling drugs began with his best friend.,
if you wanna go to a specific college as,if you want to go to a specific college,
chase your dreams like chase what you wanna do,chase your dreams .,
but we do have social media and stuff i can keep contact in.,we also have social media to keep in contact.,
most of my family put up pictures of my little cousins and all that so i can see 'em.,mostly because my family posts pictures of my little cousins and other things for me to see.,
"even though i ain't meet 'em yet, i can see 'em.","even though i haven't met them, i get to see them on instagram.",
i went around there when i was little so,i spent time in his neighborhood as a kid.,
"like, oh he new f- he a new face, i'm not a new face but it's just that-",it's not like they are seeing a new face.,
"why i came, i came to live my life and",i am here to live my life and,
"like, oh i can't go in that neighborhood cause certain things, like,",that certain things can happen when you go from one neighborhood to the next.,
even when you in your house /you gotta/ be aware.,when you're in your own home.,
if they know you get off at a certain time,"for example, if others know you get off work at a certain time,",
like you can't just leave here like you can't just go out of town.,you can't just leave your home unoccupied when you leave the house or go out of town.,
even though there's nobody there there's chains on the door,to the emptied building and broke chains,
i say all vanilla like it's no really black people.,i'll say all vanilla as if there are no black people around.,
it's /when/ they stand there in front of popeyes and those are crackheads or,"when they stand in front of popeyes, they're a crackhead or",
but i'm not gonna s- speak every black person but,so i can't speak for every black person but,
because on eighth street like you can see a lot of teens,on eigth street you see a lot of teens,
oh i'm not trying to be in that predicament.,choosing not to be in certain predicaments.,
"it be like, if it's a group of black kids walking dow- like i'll give example, if a group of black kids walking down eighth street","i'll give you an example to better explain. if a group of black kids are walking down eigth street,",
"the way their environment is is gonna make 'em wanna do something stupid like,","the black kids' environment will make them want to do something stupid such as,",
because i- i think they're jealous of their like,i think it's really because they are jealous of their perceived,
i /um-/ i like to laugh so i say like,i like to laugh. so i would say,
and they talk about it like stuff like that.,and they discusse what happens on the show.,
it's just drum- like music to me is like-,drum-music to me is like,
one of my songs is made up my mind.,one of the songs i like is ''made up my mind.'',
"you want some fries, i get mumbo sauce on that too.","or if you want fries, you can also get it with mumbo sauce.",
"like, oh maybe i don't sound right to you.","they make excuses not to sing such as, ''i don't sound good right now.''",
"whatever you do, somebody's still gonna judge you regardless.","whatever you do, somebody is still going to judge you regardless of your success.",
"it- you- they can say, i don't let nobody get to me i do what i want to,","then you tell yourself, they can say whatever they want to about me. i am going to do what i want to do.",
sometime days without eating just for us to eat.,without eating somedays so that us kids could eat.,
without me being right here i would /be and be/,there's no telling where i'd be.,
"oh /rd-name-2/ let's go this way, if i don't got nothing to do i'm'a go.","oh /rd-name-2/ might say,''let's go this way. if you don' t have anything to do. i'm going....''",
like that's why i like to be down here because i'm not-,this is why i like to be down here because,
"took the chess board out saying, we gonna play chess?",we took the chess board out and said we're going to play chess.,
"he was teaching us- the whole class like, this is a pawn","he began teaching the entire class. he started out by saying, '' this is the pawn,",
a lot of people think that they're kings and queens but they're really pawns.,they were kings and queens but they were really pawns.,
i need to reach the highest level before i can move any type of way.,in order to reach the highest level before you can move any direction.,
nobody else can help you but you- but yourself.,no one else can help you but yourself.,
me screaming is not doing /nothing/ maybe i gotta slow down and think,"screaming is not helping, maybe i should slow down and think",
i can't put rest in peace cause she's not gone.,"my tatoo reads, 'rest in peace.' so she's never gone.",
 some trees and some nice good things happening.,oh. i noticed trees and nice good things happening.,
and now i can't even go to no bar here.,"now, i cannot even go to a bar here.",
"i thought this was a benefit man, i'm like yo, this is a benefit.",i though this was a benefit but i saw it was a really nice benefit,
kay. i'm ,o. i'm i know how to look for a job. trust me.,
i got my k- i got my way back with them,i got my k- i got back at them.,
"man. i called, make so many complaints. and m- i don't know how  they got.",man. i called to make so many complaints. and m- i do not know how many fines they received.,
it's- happens. all you gotta- people ,it happens. all you have to- people do not know.,
it's so  and i got- they got at least,it's so easy. it's so easy. i got - they had at least,
"<ts> i'm flexible, i'm saying all things they wanna hear.","i'm flexible, i'm saying all of the things they want to hear.",
